raceId,driverId,stop,lap,time,duration,milliseconds,pitstopId
841,153,1,1,17:05:23,26.898,26898,153_841
841,30,1,1,17:05:52,25.021,25021,30_841
841,17,1,11,17:20:48,23.426,23426,17_841
841,4,1,12,17:22:34,23.251,23251,4_841
841,13,1,13,17:24:10,23.842,23842,13_841
841,22,1,13,17:24:29,23.643,23643,22_841
841,20,1,14,17:25:17,22.603,22603,20_841
841,814,1,14,17:26:03,24.863,24863,814_841
841,816,1,14,17:26:50,25.259,25259,816_841
841,67,1,15,17:27:34,25.342,25342,67_841
841,2,1,15,17:27:41,22.994,22994,2_841
841,1,1,16,17:28:24,23.227,23227,1_841
841,808,1,16,17:28:39,24.535,24535,808_841
841,3,1,16,17:29:00,23.716,23716,3_841
841,155,1,16,17:29:06,24.064,24064,155_841
841,16,1,16,17:29:08,25.978,25978,16_841
841,15,1,16,17:29:49,24.899,24899,15_841
841,18,1,17,17:30:24,16.867,16867,18_841
841,153,2,17,17:31:06,24.463,24463,153_841
841,5,1,17,17:31:11,24.865,24865,5_841
841,30,2,17,17:32:08,23.988,23988,30_841
841,10,1,18,17:33:02,23.792,23792,10_841
841,18,2,19,17:33:53,23.303,23303,18_841
841,815,1,23,17:40:27,23.438,23438,815_841
841,22,2,23,17:40:45,37.856,37856,22_841
841,17,2,26,17:44:29,22.520,22520,17_841
841,4,2,27,17:46:04,24.733,24733,4_841
841,22,3,28,17:49:07,16.892,16892,22_841
841,67,2,29,17:49:47,23.100,23100,67_841
841,2,2,30,17:51:32,25.098,25098,2_841
841,13,2,31,17:52:28,24.500,24500,13_841
841,155,2,32,17:54:21,24.192,24192,155_841
841,20,2,36,17:59:17,24.036,24036,20_841
841,1,2,36,17:59:29,23.199,23199,1_841
841,153,3,35,17:59:45,26.348,26348,153_841
841,808,2,36,17:59:47,25.683,25683,808_841
841,814,2,36,18:00:48,24.332,24332,814_841
841,18,3,37,18:01:49,22.681,22681,18_841
841,16,2,37,18:02:15,23.871,23871,16_841
841,15,2,37,18:03:55,24.848,24848,15_841
841,816,2,38,18:06:53,26.446,26446,816_841
841,17,3,41,18:07:37,26.230,26230,17_841
841,22,4,40,18:08:03,26.309,26309,22_841
841,4,3,42,18:09:08,24.181,24181,4_841
841,13,3,48,18:18:54,24.095,24095,13_841
842,16,1,3,16:09:07,31.694,31694,16_842
842,22,1,3,16:10:04,32.978,32978,22_842
842,17,1,10,16:21:21,22.572,22572,17_842
842,814,1,11,16:23:16,22.773,22773,814_842
842,1,1,12,16:24:40,22.552,22552,1_842
842,20,1,13,16:26:17,23.019,23019,20_842
842,2,1,13,16:26:28,23.900,23900,2_842
842,18,1,13,16:26:29,22.400,22400,18_842
842,13,1,13,16:26:30,29.224,29224,13_842
842,15,1,13,16:27:03,25.516,25516,15_842
842,4,1,14,16:28:15,23.152,23152,4_842
842,30,1,14,16:28:34,22.576,22576,30_842
842,808,1,15,16:30:10,23.182,23182,808_842
842,67,1,15,16:30:23,23.280,23280,67_842
842,3,1,15,16:30:37,24.967,24967,3_842
842,5,1,15,16:30:37,29.084,29084,5_842
842,153,1,16,16:32:25,23.584,23584,153_842
842,16,2,16,16:32:31,22.046,22046,16_842
842,155,1,17,16:33:53,23.280,23280,155_842
842,815,1,17,16:34:14,23.597,23597,815_842
842,10,1,17,16:34:28,24.617,24617,10_842
842,816,1,17,16:34:39,26.252,26252,816_842
842,24,1,17,16:34:56,27.815,27815,24_842
842,22,2,17,16:35:41,24.502,24502,22_842
842,67,2,20,16:39:30,29.843,29843,67_842
842,17,2,22,16:42:37,21.991,21991,17_842
842,18,2,23,16:44:11,22.471,22471,18_842
842,1,2,24,16:45:48,22.611,22611,1_842
842,814,2,24,16:46:20,22.419,22419,814_842
842,20,2,25,16:47:27,21.893,21893,20_842
842,4,2,26,16:49:19,23.894,23894,4_842
842,2,2,26,16:49:31,23.221,23221,2_842
842,13,2,27,16:51:17,22.541,22541,13_842
842,808,2,27,16:51:25,22.680,22680,808_842
842,30,2,28,16:53:26,22.261,22261,30_842
842,3,2,29,16:55:28,22.577,22577,3_842
842,17,3,32,17:00:01,22.069,22069,17_842
842,153,2,32,17:00:55,22.888,22888,153_842
842,16,3,32,17:00:56,22.550,22550,16_842
842,67,3,32,17:01:03,27.439,27439,67_842
842,5,2,34,17:04:41,23.336,23336,5_842
842,10,2,34,17:05:19,24.429,24429,10_842
842,816,2,35,17:07:20,24.416,24416,816_842
842,155,2,36,17:07:26,23.442,23442,155_842
842,1,3,37,17:08:28,25.382,25382,1_842
842,814,3,37,17:09:21,23.977,23977,814_842
842,18,3,38,17:10:13,22.483,22483,18_842
842,13,3,38,17:10:28,22.893,22893,13_842
842,2,3,39,17:12:09,22.602,22602,2_842
842,24,2,38,17:13:32,26.554,26554,24_842
842,3,3,40,17:15:05,22.526,22526,3_842
842,20,3,41,17:15:08,22.313,22313,20_842
842,4,3,41,17:15:25,23.812,23812,4_842
842,30,3,42,17:18:08,22.227,22227,30_842
842,17,4,43,17:19:10,22.161,22161,17_842
842,808,3,44,17:21:08,28.694,28694,808_842
842,4,4,46,17:24:24,27.182,27182,4_842
842,24,3,44,17:25:07,38.823,38823,24_842
842,1,4,52,17:34:48,22.466,22466,1_842
843,153,1,9,15:19:36,22.419,22419,153_843
843,24,1,9,15:20:00,14.160,14160,24_843
843,30,1,10,15:21:12,20.522,20522,30_843
843,17,1,10,15:21:27,23.442,23442,17_843
843,813,1,10,15:21:35,23.160,23160,813_843
843,814,1,11,15:22:57,21.989,21989,814_843
843,3,1,12,15:24:32,20.771,20771,3_843
843,67,1,12,15:24:56,22.010,22010,67_843
843,18,1,14,15:27:59,23.779,23779,18_843
843,20,1,14,15:28:00,21.995,21995,20_843
843,155,1,14,15:28:17,21.855,21855,155_843
843,13,1,15,15:29:47,21.624,21624,13_843
843,1,1,15,15:29:49,20.878,20878,1_843
843,16,1,15,15:30:01,20.989,20989,16_843
843,4,1,16,15:31:34,22.524,22524,4_843
843,815,1,16,15:31:55,21.473,21473,815_843
843,22,1,16,15:32:01,21.709,21709,22_843
843,67,2,16,15:32:19,24.722,24722,67_843
843,10,1,16,15:32:33,22.683,22683,10_843
843,808,1,17,15:33:36,21.981,21981,808_843
843,2,1,18,15:35:28,22.216,22216,2_843
843,5,1,19,15:37:31,22.485,22485,5_843
843,15,1,20,15:39:24,23.029,23029,15_843
843,816,1,20,15:39:50,22.901,22901,816_843
843,24,2,21,15:42:05,24.467,24467,24_843
843,39,1,23,15:45:28,26.049,26049,39_843
843,18,2,24,15:45:35,20.758,20758,18_843
843,3,2,25,15:47:13,22.005,22005,3_843
843,1,2,25,15:47:20,20.533,20533,1_843
843,17,2,25,15:47:44,21.132,21132,17_843
843,813,2,25,15:48:09,22.062,22062,813_843
843,30,2,26,15:49:15,21.964,21964,30_843
843,10,2,28,15:54:22,21.908,21908,10_843
843,16,2,30,15:56:26,21.058,21058,16_843
843,155,2,30,15:56:28,21.936,21936,155_843
843,2,2,30,15:56:29,21.821,21821,2_843
843,20,2,31,15:57:37,21.533,21533,20_843
843,4,2,32,15:59:39,21.251,21251,4_843
843,814,2,32,15:59:51,21.218,21218,814_843
843,13,2,33,16:01:04,21.168,21168,13_843
843,67,3,33,16:02:13,21.928,21928,67_843
843,816,2,34,16:05:10,22.802,22802,816_843
843,22,2,35,16:05:24,21.481,21481,22_843
843,815,2,36,16:06:55,23.397,23397,815_843
843,18,3,37,16:08:00,21.237,21237,18_843
843,808,2,37,16:08:34,22.005,22005,808_843
843,1,3,38,16:09:38,20.567,20567,1_843
843,3,3,39,16:11:19,20.720,20720,3_843
843,30,3,39,16:11:49,21.400,21400,30_843
843,17,3,40,16:13:29,21.091,21091,17_843
843,10,3,39,16:14:17,33.827,33827,10_843
843,5,2,40,16:14:27,21.890,21890,5_843
843,813,3,40,16:14:36,27.620,27620,813_843
843,15,2,42,16:18:14,22.260,22260,15_843
843,24,3,45,16:25:39,23.499,23499,24_843
843,16,3,47,16:26:24,28.708,28708,16_843
843,815,3,48,16:28:01,13.900,13900,815_843
843,815,4,50,16:31:39,28.845,28845,815_843
844,815,1,1,15:05:18,29.270,29270,815_844
844,30,1,2,15:06:35,30.182,30182,30_844
844,808,1,8,15:16:06,21.422,21422,808_844
844,13,1,9,15:17:37,22.022,22022,13_844
844,1,1,9,15:17:38,20.833,20833,1_844
844,67,1,9,15:17:47,21.769,21769,67_844
844,17,1,10,15:19:04,21.050,21050,17_844
844,4,1,10,15:19:05,21.308,21308,4_844
844,3,1,10,15:19:09,22.573,22573,3_844
844,2,1,10,15:19:16,22.300,22300,2_844
844,22,1,10,15:19:20,22.717,22717,22_844
844,16,1,10,15:19:22,21.649,21649,16_844
844,20,1,11,15:20:32,20.623,20623,20_844
844,814,1,11,15:21:00,20.775,20775,814_844
844,813,1,11,15:21:09,23.881,23881,813_844
844,18,1,13,15:23:57,21.368,21368,18_844
844,155,1,13,15:24:09,21.820,21820,155_844
844,153,1,13,15:24:25,22.713,22713,153_844
844,15,1,13,15:24:28,23.066,23066,15_844
844,30,2,14,15:26:02,20.907,20907,30_844
844,39,1,14,15:26:26,27.353,27353,39_844
844,5,1,15,15:27:42,22.854,22854,5_844
844,24,1,15,15:28:03,24.634,24634,24_844
844,815,2,16,15:29:30,22.895,22895,815_844
844,816,1,16,15:29:37,22.779,22779,816_844
844,24,2,16,15:30:57,56.611,56611,24_844
844,808,2,19,15:33:42,21.323,21323,808_844
844,1,2,20,15:35:09,21.075,21075,1_844
844,17,2,21,15:36:27,20.421,20421,17_844
844,3,2,22,15:38:24,20.927,20927,3_844
844,2,2,22,15:38:25,21.919,21919,2_844
844,4,2,23,15:39:35,21.732,21732,4_844
844,13,2,23,15:39:58,21.322,21322,13_844
844,67,2,23,15:40:07,22.128,22128,67_844
844,155,2,23,15:40:15,23.455,23455,155_844
844,22,2,24,15:41:43,22.868,22868,22_844
844,814,2,24,15:41:50,20.930,20930,814_844
844,20,2,25,15:42:31,20.112,20112,20_844
844,16,2,25,15:43:21,21.084,21084,16_844
844,813,2,25,15:43:41,22.555,22555,813_844
844,15,2,25,15:43:47,22.862,22862,15_844
844,18,2,26,15:44:37,22.639,22639,18_844
844,39,2,27,15:47:59,24.962,24962,39_844
844,153,2,29,15:49:46,21.826,21826,153_844
844,30,3,30,15:51:13,20.379,20379,30_844
844,5,2,31,15:53:27,21.633,21633,5_844
844,814,3,32,15:54:38,20.887,20887,814_844
844,815,3,32,15:54:42,22.365,22365,815_844
844,3,3,33,15:55:49,20.949,20949,3_844
844,1,3,34,15:57:04,35.688,35688,1_844
844,816,2,33,15:57:20,24.837,24837,816_844
844,808,3,34,15:57:21,21.838,21838,808_844
844,13,3,34,15:57:22,23.471,23471,13_844
844,17,3,35,15:58:20,20.843,20843,17_844
844,4,3,36,15:59:49,21.702,21702,4_844
844,2,3,36,16:00:31,20.872,20872,2_844
844,24,3,35,16:02:57,25.125,25125,24_844
844,155,3,38,16:03:58,22.456,22456,155_844
844,18,3,39,16:05:05,21.417,21417,18_844
844,153,3,39,16:05:31,21.986,21986,153_844
844,20,3,40,16:05:46,20.385,20385,20_844
844,15,3,39,16:06:10,22.219,22219,15_844
844,67,3,40,16:06:48,22.032,22032,67_844
844,22,3,40,16:07:01,21.687,21687,22_844
844,16,3,40,16:07:05,21.006,21006,16_844
844,24,4,37,16:07:22,43.603,43603,24_844
844,813,3,41,16:09:04,21.827,21827,813_844
844,815,4,42,16:10:21,21.715,21715,815_844
844,3,4,44,16:12:55,20.308,20308,3_844
844,814,4,44,16:13:28,21.403,21403,814_844
844,17,4,45,16:13:49,22.087,22087,17_844
844,808,4,45,16:14:37,21.662,21662,808_844
844,30,4,45,16:14:46,20.597,20597,30_844
844,4,4,46,16:15:17,21.379,21379,4_844
844,813,4,45,16:15:30,13.925,13925,813_844
844,1,4,46,16:15:51,22.041,22041,1_844
844,2,4,46,16:16:10,21.884,21884,2_844
844,13,4,46,16:16:13,26.685,26685,13_844
844,20,4,47,16:16:40,20.489,20489,20_844
844,39,3,45,16:17:26,24.474,24474,39_844
844,5,3,53,16:28:36,23.114,23114,5_844
844,153,4,55,16:30:31,21.931,21931,153_844
845,155,1,1,14:05:11,24.871,24871,155_845
845,815,1,7,14:14:14,23.592,23592,815_845
845,813,1,8,14:15:48,22.689,22689,813_845
845,20,1,9,14:16:54,20.253,20253,20_845
845,67,1,9,14:17:17,20.818,20818,67_845
845,4,1,10,14:18:23,20.567,20567,4_845
845,17,1,10,14:18:27,20.881,20881,17_845
845,30,1,10,14:18:43,20.084,20084,30_845
845,1,1,11,14:19:57,19.761,19761,1_845
845,808,1,11,14:20:14,21.856,21856,808_845
845,3,1,11,14:20:17,20.647,20647,3_845
845,13,1,11,14:20:19,20.800,20800,13_845
845,153,1,11,14:20:28,20.741,20741,153_845
845,22,1,11,14:20:48,29.936,29936,22_845
845,16,1,13,14:23:57,20.773,20773,16_845
845,18,1,14,14:24:51,20.015,20015,18_845
845,39,1,14,14:25:56,24.843,24843,39_845
845,814,1,15,14:26:40,20.070,20070,814_845
845,15,1,15,14:26:50,22.364,22364,15_845
845,5,1,16,14:28:30,21.019,21019,5_845
845,24,1,16,14:28:55,23.157,23157,24_845
845,10,1,16,14:29:00,22.744,22744,10_845
845,816,1,17,14:30:41,23.176,23176,816_845
845,20,2,18,14:30:44,19.887,19887,20_845
845,4,2,19,14:32:13,20.238,20238,4_845
845,17,2,19,14:32:16,20.079,20079,17_845
845,813,2,20,14:34:36,24.821,24821,813_845
845,13,2,21,14:35:51,21.635,21635,13_845
845,2,1,21,14:36:21,21.322,21322,2_845
845,1,2,23,14:38:08,20.235,20235,1_845
845,22,2,23,14:39:40,21.226,21226,22_845
845,153,2,24,14:40:47,20.872,20872,153_845
845,67,2,25,14:42:10,24.745,24745,67_845
845,155,2,25,14:42:46,21.128,21128,155_845
845,30,2,26,14:43:25,20.487,20487,30_845
845,808,2,26,14:43:33,24.232,24232,808_845
845,3,2,27,14:45:01,19.534,19534,3_845
845,4,3,29,14:47:26,20.738,20738,4_845
845,17,3,29,14:47:27,20.279,20279,17_845
845,5,2,28,14:47:28,20.807,20807,5_845
845,815,2,29,14:48:40,21.143,21143,815_845
845,15,2,29,14:48:41,21.723,21723,15_845
845,39,2,28,14:48:52,24.448,24448,39_845
845,18,2,30,14:49:06,20.763,20763,18_845
845,16,2,30,14:50:19,20.267,20267,16_845
845,814,2,32,14:53:02,20.126,20126,814_845
845,20,3,34,14:54:42,20.426,20426,20_845
845,1,3,35,14:56:14,20.473,20473,1_845
845,816,2,34,14:58:05,22.982,22982,816_845
845,22,3,35,14:58:09,20.650,20650,22_845
845,13,3,36,14:58:48,22.419,22419,13_845
845,813,3,36,14:59:14,21.574,21574,813_845
845,2,2,36,14:59:22,21.953,21953,2_845
845,153,3,36,14:59:25,21.019,21019,153_845
845,4,4,39,15:02:54,20.380,20380,4_845
845,10,2,38,15:03:54,21.632,21632,10_845
845,30,3,41,15:06:21,20.451,20451,30_845
845,808,3,41,15:06:36,21.739,21739,808_845
845,5,3,41,15:07:42,23.068,23068,5_845
845,3,3,42,15:07:53,20.395,20395,3_845
845,67,3,42,15:08:31,20.819,20819,67_845
845,15,3,43,15:10:27,23.001,23001,15_845
845,155,3,44,15:11:40,20.500,20500,155_845
845,17,4,47,15:14:50,19.984,19984,17_845
845,20,4,48,15:15:41,20.292,20292,20_845
845,815,3,47,15:16:00,21.829,21829,815_845
845,18,3,48,15:16:10,20.107,20107,18_845
845,1,4,49,15:17:11,20.988,20988,1_845
845,16,3,48,15:17:54,23.230,23230,16_845
845,39,3,47,15:19:38,24.298,24298,39_845
845,2,3,50,15:20:32,20.796,20796,2_845
845,153,4,50,15:21:09,23.143,23143,153_845
845,816,3,49,15:21:44,21.708,21708,816_845
845,814,3,51,15:22:03,20.573,20573,814_845
845,813,4,53,15:25:26,22.077,22077,813_845
845,10,3,53,15:27:29,21.170,21170,10_845
845,22,4,54,15:27:32,20.637,20637,22_845
846,30,1,12,14:19:30,35.084,35084,30_846
846,18,1,15,14:22:57,25.280,25280,18_846
846,3,1,15,14:23:33,25.189,25189,3_846
846,20,1,16,14:24:15,28.536,28536,20_846
846,17,1,16,14:24:32,37.735,37735,17_846
846,4,1,17,14:25:41,25.352,25352,4_846
846,5,1,19,14:29:21,26.477,26477,5_846
846,814,1,20,14:30:24,24.970,24970,814_846
846,1,1,22,14:33:00,31.445,31445,1_846
846,10,1,22,14:33:33,26.827,26827,10_846
846,15,1,24,14:36:13,25.595,25595,15_846
846,813,1,25,14:37:09,26.468,26468,813_846
846,13,1,26,14:38:20,26.615,26615,13_846
846,39,1,25,14:38:46,28.325,28325,39_846
846,814,2,27,14:40:23,19.360,19360,814_846
846,808,1,28,14:41:17,28.856,28856,808_846
846,153,1,29,14:43:07,25.907,25907,153_846
846,22,1,32,14:46:47,25.921,25921,22_846
846,18,2,33,14:46:57,26.421,26421,18_846
846,814,3,32,14:47:35,47.226,47226,814_846
846,2,1,33,14:48:15,25.851,25851,2_846
846,67,1,33,14:48:16,26.073,26073,67_846
846,4,2,34,14:48:45,31.382,31382,4_846
846,3,2,33,14:48:50,25.310,25310,3_846
846,24,1,32,14:49:02,28.298,28298,24_846
846,816,1,33,14:49:39,27.577,27577,816_846
846,155,1,34,14:49:49,28.642,28642,155_846
846,16,1,34,14:49:51,25.037,25037,16_846
846,39,2,33,14:51:08,39.917,39917,39_846
846,1,2,43,15:03:45,19.347,19347,1_846
846,15,2,46,15:09:08,26.065,26065,15_846
846,18,3,48,15:09:55,24.670,24670,18_846
846,1,3,49,15:12:04,26.977,26977,1_846
846,5,2,52,15:17:38,25.878,25878,5_846
846,3,3,53,15:18:33,25.116,25116,3_846
846,813,2,54,15:18:38,25.687,25687,813_846
846,17,2,55,15:19:56,26.269,26269,17_846
846,153,2,56,15:22:30,27.550,27550,153_846
846,67,2,62,15:30:24,25.045,25045,67_846
846,816,2,63,15:33:21,26.464,26464,816_846
846,16,2,68,15:37:52,27.879,27879,16_846
846,22,2,68,15:38:54,25.675,25675,22_846
846,2,2,69,15:40:13,26.281,26281,2_846
847,18,1,8,13:15:11,23.650,23650,18_847
847,24,1,9,13:17:25,27.202,27202,24_847
847,18,2,13,13:25:10,14.501,14501,18_847
847,22,1,15,13:28:31,23.305,23305,22_847
847,16,1,16,13:30:09,24.052,24052,16_847
847,4,1,17,13:31:21,23.893,23893,4_847
847,3,1,17,13:31:28,23.105,23105,3_847
847,813,1,17,13:31:45,23.571,23571,813_847
847,67,1,17,13:31:50,23.949,23949,67_847
847,816,1,17,13:32:07,24.143,24143,816_847
847,30,1,18,13:33:04,24.472,24472,30_847
847,4,2,19,13:34:54,26.348,26348,4_847
847,18,3,19,13:35:02,23.868,23868,18_847
847,3,2,19,13:35:10,22.986,22986,3_847
847,153,1,19,13:35:14,26.045,26045,153_847
847,22,2,19,13:35:21,25.066,25066,22_847
847,5,1,19,13:35:26,44.037,44037,5_847
847,15,1,19,13:35:28,51.684,51684,15_847
847,813,2,19,13:35:30,24.943,24943,813_847
847,20,1,20,13:36:13,23.872,23872,20_847
847,17,1,20,13:36:40,29.546,29546,17_847
847,67,2,20,13:37:27,24.649,24649,67_847
847,13,1,21,13:38:09,24.886,24886,13_847
847,30,2,21,13:38:51,24.196,24196,30_847
847,816,2,23,13:43:32,30.497,30497,816_847
847,816,3,33,16:07:00,24.655,24655,816_847
847,30,3,34,16:08:48,22.832,22832,30_847
847,16,2,34,16:08:49,22.923,22923,16_847
847,10,1,34,16:08:50,24.425,24425,10_847
847,22,3,34,16:08:51,24.684,24684,22_847
847,67,3,34,16:08:53,23.970,23970,67_847
847,2,1,35,16:10:18,23.113,23113,2_847
847,814,1,35,16:10:20,22.479,22479,814_847
847,18,4,35,16:10:22,23.589,23589,18_847
847,37,1,35,16:10:23,30.288,30288,37_847
847,153,2,35,16:10:26,24.863,24863,153_847
847,813,3,35,16:10:29,23.593,23593,813_847
847,24,2,35,16:10:48,34.897,34897,24_847
847,155,1,36,16:11:49,23.687,23687,155_847
847,13,2,36,16:11:50,22.742,22742,13_847
847,808,1,36,16:11:52,23.816,23816,808_847
847,17,2,36,16:11:53,22.402,22402,17_847
847,4,3,36,16:11:54,26.129,26129,4_847
847,3,3,36,16:11:57,22.735,22735,3_847
847,15,2,36,16:12:14,23.332,23332,15_847
847,816,4,36,16:12:15,14.538,14538,816_847
847,20,2,37,16:13:21,22.958,22958,20_847
847,39,1,37,16:14:01,29.115,29115,39_847
847,18,5,37,16:14:55,31.718,31718,18_847
847,814,2,43,16:24:38,28.630,28630,814_847
847,16,3,45,16:27:43,14.565,14565,16_847
847,16,4,49,16:33:51,32.449,32449,16_847
847,17,3,50,16:35:03,22.770,22770,17_847
847,22,4,50,16:35:12,23.059,23059,22_847
847,67,4,50,16:35:23,26.561,26561,67_847
847,814,3,50,16:35:33,14.538,14538,814_847
847,18,6,51,16:36:41,23.741,23741,18_847
847,153,3,51,16:36:45,23.338,23338,153_847
847,813,4,51,16:36:46,23.700,23700,813_847
847,10,2,51,16:37:16,25.079,25079,10_847
847,39,2,51,16:37:38,29.540,29540,39_847
847,30,4,52,16:37:50,22.869,22869,30_847
847,13,3,52,16:37:52,22.560,22560,13_847
847,2,2,52,16:37:57,23.364,23364,2_847
847,37,2,52,16:38:22,24.039,24039,37_847
847,15,3,52,16:38:45,25.140,25140,15_847
847,816,5,52,16:38:56,30.714,30714,816_847
847,20,3,53,16:39:07,22.526,22526,20_847
847,24,3,52,16:39:20,33.278,33278,24_847
847,155,2,53,16:39:22,24.618,24618,155_847
847,808,2,53,16:39:31,24.145,24145,808_847
847,3,4,53,16:39:36,22.702,22702,3_847
847,13,4,53,16:39:50,28.346,28346,13_847
847,814,4,53,16:40:04,23.129,23129,814_847
847,813,5,61,16:53:19,31.701,31701,813_847
848,813,1,10,14:22:02,21.301,21301,813_848
848,2,1,11,14:23:23,22.114,22114,2_848
848,22,1,11,14:23:27,21.163,21163,22_848
848,155,1,11,14:23:29,23.492,23492,155_848
848,1,1,12,14:24:49,20.340,20340,1_848
848,3,1,12,14:25:02,21.054,21054,3_848
848,16,1,12,14:25:09,20.676,20676,16_848
848,17,1,13,14:26:28,20.465,20465,17_848
848,20,1,14,14:28:11,21.006,21006,20_848
848,4,1,14,14:28:15,21.477,21477,4_848
848,18,1,14,14:28:31,20.997,20997,18_848
848,30,1,14,14:28:40,21.201,21201,30_848
848,814,1,14,14:28:51,20.567,20567,814_848
848,67,1,14,14:28:54,21.321,21321,67_848
848,5,1,14,14:29:11,23.241,23241,5_848
848,39,1,14,14:29:43,28.030,28030,39_848
848,13,1,15,14:30:07,20.718,20718,13_848
848,808,1,15,14:30:49,22.104,22104,808_848
848,30,2,15,14:30:59,30.665,30665,30_848
848,24,1,15,14:31:23,24.459,24459,24_848
848,10,1,17,14:34:56,21.900,21900,10_848
848,15,1,18,14:36:30,23.327,23327,15_848
848,816,1,18,14:36:56,21.943,21943,816_848
848,153,1,19,14:37:50,21.391,21391,153_848
848,1,2,24,14:46:06,21.035,21035,1_848
848,815,1,25,14:48:56,21.939,21939,815_848
848,67,2,26,14:50:28,20.460,20460,67_848
848,5,2,26,14:51:06,21.126,21126,5_848
848,2,2,27,14:52:04,22.285,22285,2_848
848,814,2,27,14:52:08,20.818,20818,814_848
848,808,2,27,14:52:26,21.168,21168,808_848
848,17,2,28,14:52:53,20.319,20319,17_848
848,16,2,28,14:53:47,20.286,20286,16_848
848,22,2,28,14:53:53,21.262,21262,22_848
848,813,2,28,14:54:30,21.805,21805,813_848
848,4,2,29,14:54:36,20.551,20551,4_848
848,24,2,28,14:55:33,22.766,22766,24_848
848,20,2,30,14:56:16,20.441,20441,20_848
848,18,2,30,14:56:46,20.325,20325,18_848
848,3,2,30,14:57:07,23.547,23547,3_848
848,39,2,29,14:58:17,24.675,24675,39_848
848,13,2,31,14:58:23,25.537,25537,13_848
848,30,3,31,14:59:40,21.168,21168,30_848
848,155,2,33,15:03:14,20.545,20545,155_848
848,15,2,34,15:05:36,22.131,22131,15_848
848,816,2,37,15:11:48,22.250,22250,816_848
848,808,3,39,15:13:41,21.105,21105,808_848
848,2,3,40,15:15:10,21.472,21472,2_848
848,22,3,40,15:15:16,21.286,21286,22_848
848,17,3,42,15:17:11,20.367,20367,17_848
848,1,3,42,15:17:41,20.212,20212,1_848
848,153,2,42,15:18:33,21.103,21103,153_848
848,5,3,42,15:19:57,22.632,22632,5_848
848,16,3,43,15:20:21,21.036,21036,16_848
848,10,2,42,15:20:26,22.030,22030,10_848
848,814,3,44,15:22:18,21.069,21069,814_848
848,4,3,45,15:22:21,20.136,20136,4_848
848,24,3,43,15:23:02,22.235,22235,24_848
848,813,3,44,15:23:06,21.490,21490,813_848
848,3,3,45,15:23:36,20.896,20896,3_848
848,67,3,45,15:24:07,20.995,20995,67_848
848,20,3,47,15:25:39,20.331,20331,20_848
848,39,3,44,15:26:13,26.059,26059,39_848
848,13,3,48,15:28:09,20.404,20404,13_848
848,18,3,48,15:28:21,20.479,20479,18_848
849,30,1,9,13:20:38,30.242,30242,30_849
849,2,1,10,13:22:37,24.716,24716,2_849
849,18,1,11,13:24:05,25.070,25070,18_849
849,16,1,11,13:24:13,25.737,25737,16_849
849,155,1,11,13:24:19,28.448,28448,155_849
849,813,1,11,13:24:27,26.238,26238,813_849
849,67,1,11,13:24:30,26.279,26279,67_849
849,808,1,11,13:24:37,24.880,24880,808_849
849,22,1,11,13:24:38,25.860,25860,22_849
849,10,1,11,13:24:52,25.416,25416,10_849
849,24,1,11,13:25:12,26.643,26643,24_849
849,816,1,11,13:25:14,28.742,28742,816_849
849,17,1,12,13:25:41,23.973,23973,17_849
849,4,1,12,13:25:42,26.566,26566,4_849
849,1,1,12,13:25:49,25.100,25100,1_849
849,814,1,12,13:26:02,26.612,26612,814_849
849,3,1,12,13:26:12,24.722,24722,3_849
849,815,1,12,13:26:13,25.386,25386,815_849
849,153,1,12,13:26:20,24.719,24719,153_849
849,817,1,12,13:27:17,25.872,25872,817_849
849,20,1,13,13:27:22,24.818,24818,20_849
849,13,1,13,13:27:39,24.159,24159,13_849
849,30,2,16,13:33:23,31.751,31751,30_849
849,155,2,20,13:40:27,31.551,31551,155_849
849,1,2,24,13:46:21,24.065,24065,1_849
849,814,2,24,13:46:50,45.291,45291,814_849
849,813,2,24,13:47:12,24.272,24272,813_849
849,16,2,25,13:48:32,24.077,24077,16_849
849,67,2,25,13:48:50,24.620,24620,67_849
849,17,2,26,13:49:36,25.490,25490,17_849
849,18,2,26,13:49:45,24.287,24287,18_849
849,13,2,26,13:49:48,23.929,23929,13_849
849,814,3,26,13:50:52,31.471,31471,814_849
849,20,2,27,13:51:10,31.558,31558,20_849
849,4,2,27,13:51:15,23.974,23974,4_849
849,816,2,28,13:55:39,25.428,25428,816_849
849,817,2,28,13:56:23,26.942,26942,817_849
849,3,2,30,13:56:50,24.399,24399,3_849
849,2,2,30,13:57:06,24.434,24434,2_849
849,10,2,30,13:58:43,24.959,24959,10_849
849,153,2,31,13:58:46,24.095,24095,153_849
849,30,3,31,13:58:47,24.651,24651,30_849
849,22,2,31,13:59:02,23.955,23955,22_849
849,815,2,32,14:00:08,25.619,25619,815_849
849,24,2,31,14:00:49,25.505,25505,24_849
849,813,3,35,14:05:42,23.869,23869,813_849
849,20,3,36,14:06:13,23.137,23137,20_849
849,1,3,37,14:07:50,23.340,23340,1_849
849,17,3,38,14:09:30,23.785,23785,17_849
849,808,2,38,14:10:21,24.172,24172,808_849
849,4,3,39,14:10:50,23.474,23474,4_849
849,18,3,39,14:11:08,23.292,23292,18_849
849,16,3,40,14:13:32,27.240,27240,16_849
849,13,3,41,14:14:35,23.238,23238,13_849
